Date,SPY,QQQ,IWM,EFA,EEM,AGG,GLD,VNQ,TLT,USO
2020-01-01,100.60290344891989,98.8024594643569,101.01675469618827,99.91206425127605,103.17185679039574,100.11888880121145,99.82470122501964,99.29527905441063,99.767323557828,101.34268449810442
2020-01-02,100.48510304099165,98.88809596325238,99.31131607315119,99.82975631098077,103.22089822948807,100.00240767050877,100.59366469273037,99.06110050144316,99.3667674263714,102.27869899804634
2020-01-03,101.26295049694511,98.9226883108591,99.04031482349741,100.5471285220406,102.83609692690617,99.99868834803529,101.2644867829761,100.53448787059432,99.30929287515862,95.43695180367104
2020-01-06,103.05189830682735,100.45849158310175,99.06199150964532,101.77798070394584,101.17588452764915,100.01800081537533,101.00873028828732,99.71510974342141,98.87941977083757,96.0677762814476
2020-01-07,102.8191840049211,101.16721515213501,99.99024006844125,101.73006534611501,106.43887531670387,99.72656307840859,101.25042457428518,100.84724474954047,99.25108624934235,92.56097420934529
2020-01-08,102.58701436493412,101.18030107369995,101.03232022638588,104.1364821268592,104.44914617747766,99.95665143033834,100.42895138083968,100.87699321768845,99.40700119776342,93.87996995769116
2020-01-09,104.46470712240861,102.37517629267097,99.94296911884058,104.45960409448209,103.68394429879275,100.1423553118558,101.16097269211303,100.66133243298599,99.9961701327818,96.93197128002258
2020-01-10,105.4152019588826,104.39633419578686,100.09859197593016,104.03270005231424,104.46911871316937,100.73733792048208,101.10169705083842,101.04050419493173,99.20969991455237,94.95246020884855
2020-01-13,104.89587251493741,105.253085124911,100.82239390402047,101.94933470155833,105.59998196796285,101.2273065822625,100.84055980914296,100.52484828007228,98.96233370824415,94.40442096625809
2020-01-14,105.5828227893973,105.31830670436605,103.07349834111092,101.64028333434548,107.40937730979944,100.97701599615871,100.49291995799258,99.95905049926372,98.80132816351176,93.15690891312194
2020-01-15,105.06991861201593,103.45373551705762,104.20407011296196,101.23775738389627,110.85950747666331,101.30210988830872,100.44915550287416,97.62913981824482,99.14947756168309,95.6943829708963
2020-01-16,104.55675149468217,101.97590951779301,105.48024445064682,102.49072456325064,111.87563209848834,100.95006293977222,100.01564008625678,97.32464800426717,98.56282759725356,95.89487877353396
2020-01-17,104.88510357377457,101.59310966430547,105.6474095217408,103.11638162577215,109.81840287003774,101.22761743703843,100.69893403586264,96.70816711859602,99.25287159411832,99.54905679522726
2020-01-20,102.65128860181206,100.78332575263158,107.9337883114014,101.61285439944531,109.34684366140942,101.04200946242376,100.31772100363413,96.0473250061615,100.15089410265158,100.45718537145166
2020-01-21,100.68429442414723,100.57017020550566,108.63670618891803,101.86160053895986,109.9665940077722,100.66325490108295,101.94828339837345,96.63271212213627,99.41019739539692,100.99418166957729
2020-01-22,100.08231149601389,100.6970178164161,107.25691516309722,102.7516952461706,114.00436650159341,100.78178784895363,103.47407672799916,97.54543139710495,99.04921061474909,101.14605855848268
2020-01-23,98.97263885681774,101.48417063838805,109.56663061839913,104.75834988823881,111.22073602777125,99.77499129993937,102.56479817081546,97.89029094808143,98.65879238596253,102.97023081716829
2020-01-24,99.36457597201856,101.43334424488818,110.75748469042315,105.95880481207715,113.6063708782494,99.12655183720013,102.65720553572623,99.27177924709447,100.62983072893955,99.02519625927827
2020-01-27,98.38094617758419,102.1655377481423,110.05077045590252,107.00393420935454,113.99393747110527,99.07185294903712,102.00434783683842,100.09513927001568,100.31079650432508,99.2115277478279
2020-01-28,96.84451192120942,102.3054761203178,109.28792141095292,107.11466082692537,115.70567463323638,99.11451806495785,101.68875808686964,99.71761702785578,101.59086472540791,99.05830755581214
2020-01-29,98.49239105191315,99.55333576175695,109.81264125699884,107.66844889282193,115.52506704653005,98.98796407670426,103.76127508922995,99.10962626610812,100.62621143154387,100.64264432154161
2020-01-30,98.27932864608545,98.30476027879408,110.61648694367186,109.39330388499525,113.83597276930672,98.40881910887707,103.46019973430063,99.57076046470182,99.88140710290816,100.22614164056738
2020-01-31,98.3935806521807,98.1552706530952,110.98154778856617,107.58682234342862,115.37073737775924,98.11631926746908,103.85636434558393,100.394123533247,99.3709254845014,97.93076839872874
2020-02-03,96.84306503859527,96.55645843247238,111.53911964683317,107.14305425128164,116.72994005830593,98.2730777377518,104.4436116936457,102.37085988183746,98.74355259006948,97.94663975910211
2020-02-04,96.28370971275803,97.40523036906526,114.44118908261176,106.12994450658259,118.75912296906104,98.50087237560193,103.41097943926943,104.09330764682346,98.55142143410745,95.60822352399046
2020-02-05,96.44301778695974,99.51798906717693,116.33149088184558,106.66639508684787,118.75952954425804,98.50655883077903,102.54024455851467,103.34522545665779,98.03121829631891,91.54984164976638
2020-02-06,95.22260710164525,101.24628236709974,116.70370506760932,108.34928363636688,117.53134571027462,98.94899791938867,101.31415544907557,103.23193698959656,97.43182845074969,93.01752694811357
2020-02-07,95.6660435951274,100.99500431439593,118.40159676878366,107.56446738027145,114.327873388939,99.1094008928569,100.42954782604787,104.22470748057265,98.2927935943454,94.20509172578313
2020-02-10,95.05246290778759,103.12960572275819,116.59090082712973,104.35504199563101,116.00740486675475,98.8412039952329,97.56457496092119,105.8004306266055,99.20990224899349,95.17525224715139
2020-02-11,94.77579647613133,103.39119683162515,117.32933534003192,103.8420623040223,116.90237913382842,98.74817954776837,98.11945273570376,107.21078782012471,99.92970700523158,97.90933948890051
2020-02-12,94.16677798577521,102.95743126792635,120.57602591158015,105.06599314057618,114.93880386564688,98.23633928786373,100.17041819452703,107.14991318800368,100.33346547781407,96.47373645897582
2020-02-13,96.18191745058209,102.13122141934409,120.21681983090643,105.80684265351354,113.87430371467879,98.20788224933528,100.33953648299101,105.3217577910897,100.41176940243258,93.42969090902417
2020-02-14,96.20536479900825,101.75173801990823,118.71440289667878,106.4070232317719,112.96390640160695,98.63237529874067,98.92713352245916,103.89712339384313,100.04247160481654,93.28543439664371
2020-02-17,95.08972032331216,101.25280503036751,117.58172539097471,106.06122102278628,110.03596198675334,98.89959019660607,98.30585487183227,104.32266582178356,99.32958611942614,92.57071298043628
2020-02-18,96.0143354908203,101.54015414497799,115.6820464923777,104.38158304459137,108.47516056125272,99.43544249490452,97.87069111088115,104.85056574385274,99.61002877070423,90.85159384336973
2020-02-19,94.7233036533103,101.81446859597767,114.34626306451273,105.0882334186636,106.33160542754362,99.33344649067796,96.8863196585176,103.28736914732403,98.73421289426582,90.69164885339812
2020-02-20,94.98522457158354,101.86724965914635,113.74204647763821,104.01284608008174,105.58331263265109,99.85065852348242,97.74553067461035,103.38395699461167,98.00022562632611,89.46870588923309
2020-02-21,92.91229123538072,102.53260419061792,111.36111656811319,106.90386338888302,104.23276439120279,99.78959248862395,98.56317852083056,104.32117470786145,98.86209548095178,85.84700269492872
