Date,SPY,QQQ,IWM,EFA,EEM,AGG,GLD,VNQ,TLT,USO
2020-01-02,-0.0011709444150193038,0.0008667446069636764,-0.016882730277430258,-0.0008238038210107712,0.0004753373702672814,-0.001163428121280452,0.0077031381839789415,-0.002358405708685729,-0.004014903048135121,0.009236132875081182
2020-01-03,0.007740923106145825,0.0003498130616204076,-0.002728805340311502,0.007185955746752848,-0.003727939876345454,-3.7192329266133584e-05,0.006668631591212115,0.014873521106599119,-0.0005784081811393005,-0.0668931777720988
2020-01-06,0.017666360708462836,0.015525288469885323,0.00021886729849907027,0.012241544835717821,-0.016144257209966484,0.0001931272065571754,-0.0025256287057169313,-0.008150219337941023,-0.004328629193457667,0.006609855678063603
2020-01-07,-0.0022582243095936594,0.007054889615249582,0.009370380553126223,-0.00047078314483572914,0.05201823353090096,-0.0029138528523952045,0.0023928059021041115,0.011353695633812944,0.003758784986462871,-0.03650341673183444
2020-01-08,-0.0022580381495330704,0.00012934942950892925,0.010421818741822575,0.023654922195880612,-0.018693631751612094,0.002307192234719313,-0.008113281469183442,0.00029498543288775103,0.0015709142772439844,0.01425002015820076
2020-01-09,0.01830341558430537,0.011809366114661657,-0.010782204200639578,0.0031028700127324615,-0.007326071171368853,0.0018578441640462184,0.007288947073612606,-0.0021378589688639815,0.005926835413194498,0.03250961119509155
2020-01-10,0.009098717286023073,0.019742656142909043,0.001557116608218223,-0.004086785948199889,0.007572767603380548,0.005941368232986299,-0.0005859536508709962,0.003766806506343201,-0.007865003401481219,-0.020421652887420483
2020-01-13,-0.004926513769311525,0.008206714687101657,0.007230890203374196,-0.020026062475627993,0.010824856845001118,0.0048638238005374035,-0.0025829165020262446,-0.005103457459640359,-0.002493367145765757,-0.005771722411247127
2020-01-14,0.006548878025320448,0.0006196643013138825,0.022327424988871192,-0.003031421128127487,0.017134428511413224,-0.002472559969778354,-0.003447420877158325,-0.005628437053017854,-0.0016269376307056493,-0.013214551186983448
2020-01-15,-0.0048578373245850015,-0.017704150832412946,0.010968598039716504,-0.0039602993738723224,0.03212131243357552,0.0032194840473636077,-0.00043549789514241155,-0.023308651586642082,0.003523731964363508,0.027238710336995098
2020-01-16,-0.004884053629361618,-0.01428489741698058,0.012246876118192196,0.012376480986269645,0.009165877108365583,-0.0034752183239288303,-0.004315769649302581,-0.0031188619969869658,-0.005916823556276984,0.002095167933719111
2020-01-17,0.0031404196706426024,-0.00375382632327248,0.0015847998074387526,0.006104523752638702,-0.018388537252147397,0.0027494237168708135,0.006831870985543498,-0.006334272954618081,0.007001057231073027,0.038106081038206785
2020-01-20,-0.021297733384906148,-0.007970854660809823,0.021641598218175906,-0.014580876506929852,-0.004293990772988865,-0.0018335705147867198,-0.0037856709793246957,-0.006833364049016799,0.009047823948163503,0.009122422707554367
2020-01-21,-0.01916190438967469,-0.0021149882238368223,0.006512491486805105,0.0024479790572236038,0.005667747925873545,-0.0037484860342338333,0.01625398163381564,0.00609477792262525,-0.007395807235584639,0.005345524027375648
2020-01-22,-0.005978915893251391,0.0012612846398811772,-0.012700965209874515,0.008738275292172526,0.03671817364404162,0.0011775195227607949,0.014966346452970791,0.009445241212055366,-0.0036312852212940783,0.0015038182041247072
2020-01-23,-0.011087600022510968,0.00781704204395628,0.021534419965274054,0.0195291633608643,-0.024416875942933736,-0.009989865932158115,-0.00878750104312509,0.0035353736821621684,-0.003941659164807376,0.01803503057542155
2020-01-24,0.003960055220593173,-0.0005008307520291133,0.010868766022125387,0.011459276755686254,0.02144955100712931,-0.0064990179832733475,0.0009009656973815172,0.014112618173192981,0.01997833437151897,-0.03831237947688715
2020-01-27,-0.009899199838696582,0.007218469515176462,-0.006380735681168259,0.009863544602366714,0.00341148643214062,-0.0005518086440939873,-0.00635958962140859,0.008293998850084083,-0.003170374254865216,0.0018816573517486113
2020-01-28,-0.015617193329299894,0.0013697218774542108,-0.006931791951927169,0.0010347901541096771,0.015016036818317646,0.0004306482078484386,-0.00309388527706278,-0.003771634116432998,0.012761021402393435,-0.0015443789194056201
2020-01-29,0.017015720333687145,-0.026901202779450073,0.004801261102522325,0.005170049194212156,-0.0015609224636459196,-0.0012768461243048979,0.020380984499681176,-0.006097124859871239,-0.009495472811176797,0.01599398177519662
2020-01-30,-0.0021632372161154434,-0.012541774450942289,0.007320156199428274,0.01602005982170618,-0.014621019666173574,-0.005850660463916801,-0.0029016157971305523,0.0046527690191824345,-0.007401693038422752,-0.004138431415251276
2020-01-31,0.0011625232657692663,-0.0015206753495448089,0.0033002390057841335,-0.016513639111455758,0.013482246175053891,-0.0029722929718766222,0.0038291498788973755,0.00826912503934385,-0.0051108773215500225,-0.02290194159194847
